35876627	35876627	1
32649103	32649103	1
31783953	31783953	1
35022453	35022453	1
36437764	36437764	1
3590611	3590611	1
28326649	28326649	1
30804708	30804708	1
29193632	29193632	1
10083998	10083998	1
26272530	26272530	1
28032662	28032662	1
19760522	19760522	1
39401386	39401386	1
33507646	33507646	1
15045859	15045859	1
14587679	14587679	1
28394299	28394299	1
28847301	28847301	1
17288553	17288553	1
668189	668189	1
30281543	30281543	1
7258341	7258341	1
4037915	4037915	1
37315768	37315768	1
22582885	22582885	1
35660446	35660446	1
38553524	38553524	1
7510357	7510357	1
9469084	9469084	1
7317789	7317789	1
20800575	20800575	1
8733488	8733488	1
2567120	2567120	1
23572323	23572323	1
22609120	22609120	1
26715300	26715300	1
9832144	9832144	1
21864532	21864532	1
24939147	24939147	1
6867103	6867103	1
26262351	26262351	1
20167084	20167084	1
15669373	15669373	1
31285255	31285255	1
27387502	27387502	1
25869458	25869458	1
16405297	16405297	1
6570190	6570190	1
10114328	10114328	1
3337740	3337740	1
24856061	24856061	1
36404537	36404537	1
10509902	10509902	1
3318481	3318481	1
37914824	37914824	1
35090604	35090604	1
33947903	33947903	1
29329471	29329471	1
29845003	29845003	1
17481635	17481635	1
39217945	39217945	1
37741996	37741996	1
8063882	8063882	1
35353363	35353363	1
25576208	25576208	1
24046067	24046067	1
28028708	28028708	1
29045996	29045996	1
11932843	11932843	1
1234696	1234696	1
14975711	14975711	1
31876985	31876985	1
25212528	25212528	1
7605251	7605251	1
38567590	38567590	1
8797290	8797290	1
12714741	12714741	1
20855120	20855120	1
26848906	26848906	1
34810772	34810772	1
25839391	25839391	1
35102106	35102106	1
35361101	35361101	1
35222369	35222369	1
2163003	2163003	1
39611859	39611859	1
21428193	21428193	1
17706702	17706702	1
2668552	2668552	1
36683092	36683092	1
28501561	28501561	1
20157288	20157288	1
28050751	28050751	1
30406414	30406414	1
6446522	6446522	1
16708471	16708471	1
17088047	17088047	1
31994675	31994675	1
25247587	25247587	1
33724337	33724337	1
38036274	38036274	1
7945264	7945264	1
17900311	17900311	1
27282663	27282663	1
988568	988568	1
16135725	16135725	1
639399	639399	1
21248555	21248555	1
28617155	28617155	1
28029184	28029184	1
16679413	16679413	1
11035426	11035426	1
17153815	17153815	1
6364327	6364327	1
6508757	6508757	1
8766976	8766976	1
9612940	9612940	1
22900325	22900325	1
23949035	23949035	1
30615914	30615914	1
20089725	20089725	1
25062972	25062972	1
18307535	18307535	1
17632337	17632337	1
51579	51579	1
12221532	12221532	1
21280944	21280944	1
8143968	8143968	1
17604165	17604165	1
2158021	2158021	1
26450668	26450668	1
11526999	11526999	1
16109945	16109945	1
11193401	11193401	1
8615312	8615312	1
27237325	27237325	1
36451177	36451177	1
19885884	19885884	1
32029128	32029128	1
34368344	34368344	1
35091613	35091613	1
25106002	25106002	1
35182703	35182703	1
19834910	19834910	1
12576749	12576749	1
19714888	19714888	1
8562876	8562876	1
32016363	32016363	1
27567577	27567577	1
24302734	24302734	1
26703807	26703807	1
31122143	31122143	1
11552918	11552918	1
34169853	34169853	1
30145047	30145047	1
20920618	20920618	1
27307240	27307240	1
19022728	19022728	1
3889805	3889805	1
18505805	18505805	1
11011463	11011463	1
7530327	7530327	1
8631937	8631937	1
23052644	23052644	1
11930322	11930322	1
35641687	35641687	1
6188920	6188920	1
22714407	22714407	1
33090539	33090539	1
28923049	28923049	1
17082691	17082691	1
37431222	37431222	1
31402060	31402060	1
7515061	7515061	1
7001924	7001924	1
15006092	15006092	1
26859018	26859018	1
11681453	11681453	1
11118553	11118553	1
3087942	3087942	1
33463354	33463354	1
26512914	26512914	1
29784969	29784969	1
10435556	10435556	1
34689033	34689033	1
25844433	25844433	1
38145891	38145891	1
36574905	36574905	1
23621191	23621191	1
1717288	1717288	1
27651219	27651219	1
23926663	23926663	1
6702641	6702641	1
21230432	21230432	1
11464415	11464415	1
27703158	27703158	1
27604238	27604238	1
23966217	23966217	1
31870000	31870000	1
20814685	20814685	1
9036944	9036944	1
22443154	22443154	1
25208601	25208601	1
15572272	15572272	1
30662457	30662457	1
3576082	3576082	1
28799107	28799107	1
37026904	37026904	1
389411	389411	1
20860551	20860551	1
6637591	6637591	1
6879197	6879197	1
25109802	25109802	1
16157470	16157470	1
38354176	38354176	1
31207411	31207411	1
15857332	15857332	1
36542612	36542612	1
19799404	19799404	1
22254876	22254876	1
10394390	10394390	1
34077883	34077883	1
12028437	12028437	1
1571513	1571513	1
23521030	23521030	1
16739801	16739801	1
1717706	1717706	1
27713572	27713572	1
16084560	16084560	1
26313190	26313190	1
20009209	20009209	1
19959335	19959335	1
39052513	39052513	1
6991476	6991476	1
29160464	29160464	1
38837239	38837239	1
34629001	34629001	1
29449508	29449508	1
35720022	35720022	1
23609145	23609145	1
19326476	19326476	1
10380105	10380105	1
8381698	8381698	1
2526070	2526070	1
23586421	23586421	1
31533842	31533842	1
20183381	20183381	1
39122270	39122270	1
8443140	8443140	1
39695693	39695693	1
34121717	34121717	1
6361932	6361932	1
23814116	23814116	1
10649796	10649796	1
11823551	11823551	1
21909838	21909838	1
34191114	34191114	1
23429596	23429596	1
33434869	33434869	1
31678987	31678987	1
15288416	15288416	1
21785159	21785159	1
30224486	30224486	1
24791923	24791923	1
25572481	25572481	1
23740009	23740009	1
35357194	35357194	1
7479195	7479195	1
23220585	23220585	1
36032033	36032033	1
23756682	23756682	1
12909365	12909365	1
1358208	1358208	1
10354035	10354035	1
4211799	4211799	1
28726244	28726244	1
20850562	20850562	1
22549519	22549519	1
22373989	22373989	1
7068478	7068478	1
15938716	15938716	1
21534750	21534750	1
7790538	7790538	1
28716043	28716043	1
1310998	1310998	1
23299015	23299015	1
8682477	8682477	1
39232497	39232497	1
1414726	1414726	1
18769448	18769448	1
32779711	32779711	1
34957915	34957915	1
12493512	12493512	1
23259029	23259029	1
37746664	37746664	1
39053946	39053946	1
26879344	26879344	1
2808750	2808750	1
11788033	11788033	1
26220609	26220609	1
36960064	36960064	1
21730181	21730181	1
12952654	12952654	1
25647169	25647169	1
22232125	22232125	1
30006581	30006581	1
27992610	27992610	1
31048115	31048115	1
32297566	32297566	1
8501605	8501605	1
19861938	19861938	1
20720162	20720162	1
31597565	31597565	1
24732395	24732395	1
37440175	37440175	1
16427073	16427073	1
8704062	8704062	1
23462147	23462147	1
30052592	30052592	1
32851552	32851552	1
15931260	15931260	1
15915154	15915154	1
11404481	11404481	1
17320681	17320681	1
1714825	1714825	1
36749248	36749248	1
30091375	30091375	1
16039115	16039115	1
24289960	24289960	1
30346086	30346086	1
19406157	19406157	1
39483479	39483479	1
3880422	3880422	1
6179251	6179251	1
9589181	9589181	1
25773143	25773143	1
12298030	12298030	1
38326088	38326088	1
28039857	28039857	1
20925941	20925941	1
22846801	22846801	1
34609546	34609546	1
37278089	37278089	1
9804814	9804814	1
33849012	33849012	1
7514332	7514332	1
29509365	29509365	1
32282766	32282766	1
35640056	35640056	1
35461216	35461216	1
34509927	34509927	1
28056930	28056930	1
21889962	21889962	1
17532243	17532243	1
19342029	19342029	1
19864491	19864491	1
299674	299674	1
21751485	21751485	1
15740548	15740548	1
33621927	33621927	1
18570159	18570159	1
3989310	3989310	1
18842006	18842006	1
2462218	2462218	1
10336511	10336511	1
14499655	14499655	1
28625861	28625861	1
9655217	9655217	1
29248721	29248721	1
36400577	36400577	1
15504592	15504592	1
30066171	30066171	1
29323806	29323806	1
21987705	21987705	1
9526160	9526160	1
37199343	37199343	1
38478485	38478485	1
26781398	26781398	1
31132118	31132118	1
6297933	6297933	1
197763	197763	1
7183351	7183351	1
17664290	17664290	1
6351133	6351133	1
25175166	25175166	1
26627552	26627552	1
6119818	6119818	1
3964152	3964152	1
11932910	11932910	1
23294222	23294222	1
34271084	34271084	1
34402498	34402498	1
19109275	19109275	1
16396941	16396941	1
32892396	32892396	1
15607804	15607804	1
25631749	25631749	1
21561705	21561705	1
21537095	21537095	1
25810304	25810304	1
6573093	6573093	1
23764579	23764579	1
909111	909111	1
32712275	32712275	1
38667164	38667164	1
16493529	16493529	1
18798652	18798652	1
15797996	15797996	1
4039538	4039538	1
31466105	31466105	1
8608380	8608380	1
31464415	31464415	1
8591351	8591351	1
26529517	26529517	1
8644873	8644873	1
7752889	7752889	1
25294436	25294436	1
22356581	22356581	1
32791764	32791764	1
15064293	15064293	1
6501386	6501386	1
15156904	15156904	1
33707447	33707447	1
37983816	37983816	1
8806058	8806058	1
6697240	6697240	1
484677	484677	1
15925258	15925258	1
26296610	26296610	1
22105516	22105516	1
24366573	24366573	1
2976529	2976529	1
37748314	37748314	1
10889290	10889290	1
15574453	15574453	1
8797945	8797945	1
36209542	36209542	1
15292530	15292530	1
35862446	35862446	1
27775528	27775528	1
432641	432641	1
8713174	8713174	1
33713047	33713047	1
33470787	33470787	1
16283120	16283120	1
34467497	34467497	1
773726	773726	1
11948957	11948957	1
31233506	31233506	1
39283585	39283585	1
9670834	9670834	1
16219993	16219993	1
18774358	18774358	1
22658701	22658701	1
38852008	38852008	1
27918379	27918379	1
9429405	9429405	1
24990502	24990502	1
26041889	26041889	1
30915923	30915923	1
25227895	25227895	1
33519166	33519166	1
29370365	29370365	1
8325303	8325303	1
24418182	24418182	1
11997093	11997093	1
38742617	38742617	1
28602792	28602792	1
33535762	33535762	1
10229511	10229511	1
16968023	16968023	1
32841050	32841050	1
2799818	2799818	1
34238672	34238672	1
24395317	24395317	1
30074522	30074522	1
24841008	24841008	1
1587827	1587827	1
31652143	31652143	1
34905365	34905365	1
37550356	37550356	1
12325312	12325312	1
2874572	2874572	1
18799770	18799770	1
2226549	2226549	1
8516376	8516376	1
36584083	36584083	1
35971914	35971914	1
7876265	7876265	1
32986683	32986683	1
29181702	29181702	1
15093602	15093602	1
24746494	24746494	1
2579077	2579077	1
26452714	26452714	1
26138121	26138121	1
26561286	26561286	1
31461398	31461398	1
12108705	12108705	1
